name,issue,founded,subject,StateAbb,region,ccode,country,city,acronym,type1,type2,type3,dissolved,staff_total,staff_central,staff_regional,links,member_countries,member_regions
Global Solar Council,Science; Energy,2015,Astronomy; Energy,CHN,asia,710,China,Beijing,GSC,B,y,International Federations,NA,NA,NA,NA,NA,18,5
World Historic and Cultural Canal Cities Cooperation Organization,Transportation; Culture,2009,Towns; Waterways; History; Culture; Cooperation,CHN,asia,710,China,Yangzhou,WCCO,C,y,International Federations,NA,NA,NA,NA,NA,18,6
World Federation of Chinese Medicine Societies,Health,2003,Naturopathy; Holistic Medicine,CHN,asia,710,China,Beijing,WFCMS,C,y,International Federations,NA,60,60,0,"WHO, UNESCO",0,0
Asia Pacific Regional Arbitration Group,Law,2004,Arbitration,CHN,asia,710,China,Beijing,APRAG,D,y,International Federations,NA,NA,NA,NA,NA,19,2
International Union of Geological Sciences,Science; Environment,1961,Geology; Resources; Living Conditions; Environment; Science,CHN,asia,710,China,Beijing,IUGS,A,y,International Federations,NA,0,0,0,UNESCO,76,9
Global Planning Education Association Network,Education,2001,Education; Planning,CHN,asia,710,China,Shanghai,GPEAN,F,y,International Federations,NA,NA,NA,NA,NA,6,4
Democratic Pacific Union,Rights; Diplomacy,2005,NA,CHN,asia,710,China,Taipei,DPU,D,NA,Human Rights Organizations,NA,3,3,0,NA,25,4
World Federation of Agriculture and Food Workers,Agriculture; Employment,1982,Employment Conditions; Workers; Living Conditions; Food; Food Security; Agriculture; Rights,COL,americas,100,Colombia,Bogota,WFAFW,H,yd,"International Federations, Trade and Labour Unions, Human Rights Organizations",2006,1,1,0,"FAO, ILO",78,4
Childwatch International Research Network,Rights; Science; Humanitarian,1993,Infants; Friendship Groups; Research; Training,COL,americas,100,Colombia,Bogota,NA,F,y,International Federations,NA,1,1,0,NA,28,4
Fund for Latin American Irrigated Rice,Agriculture; Finance; Development,1995,Hydrology; Cereals; Funds,COL,americas,100,Colombia,Cali,NA,F,fy,"Funds, International Federations",NA,NA,NA,NA,NA,13,1
Latin American Federation of Communication Schools,Education,1981,Communication; Schools,COL,americas,100,Colombia,Cali,NA,D,y,International Federations,NA,4,4,0,UNESCO,21,3
Inter-American Legal Services Association,Law,1979,NA,COL,americas,100,Colombia,Bogota,ILSA,D,NA,Human Rights Organizations,NA,23,23,0,NA,0,0
Latin American Banking Association,Finance,1965,Banking,COL,americas,100,Colombia,Bogota,NA,D,y,International Federations,NA,7,7,0,NA,19,1
Latin American Federation of International Transport Users' Councils,Transportation; Competition,1979,"Forwarders, Distributors; Travellers",COL,americas,100,Colombia,Bogota,NA,H,yx,International Federations,1997,24,24,0,UNCTAD,11,1
Latin American Coordinator of Public Service Workers,Employment,1968,NA,COL,americas,100,Colombia,Bogota,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
Latin American and Caribbean Federation of National Associations of Cargo,Transportation,1982,NA,COL,americas,100,Colombia,Bogota,NA,D,NA,Professional Bodies,NA,1,1,0,UNCTAD ,22,5
International Network for Climate and Health for Africa,Environment; Health; Development,2008,Climate; Health,NA,africa,484,Congo Brazzaville,Brazzaville,Clim-HEALTH Africa,F,y,International Federations,NA,NA,NA,NA,"UNEP, WHO",7,2
Central American Association of Families of Missing Detainees,Rights; Law,1982,Family; Disadvantaged; Detention; Maltreatment; Rights,COS,americas,94,Costa Rica,SanJose,NA,H,vx,Human Rights Organizations,1999,NA,NA,NA,NA,4,1
CropLife Latin America,Agriculture; Environment; Development,1977,Agriculture; Crops; Sustainable Development,COS,americas,94,Costa Rica,SanJose,NA,D,y,International Federations,NA,11,11,0,FAO; UNEP,18,1
LatinoAmericaPosible,Development; Environment,2008,Sustainable Development,COS,americas,94,Costa Rica,SanJose,LAP,F,f,Foundations,NA,NA,NA,NA,NA,0,0
Plantain and Banana Research and Development Network for Latin America and the Caribbean,Agriculture; Science; Development,1987,"Plants Yielding Fruits, Research; Development",COS,americas,94,Costa Rica,Turrialba,NA,F,y,International Federations,NA,NA,NA,NA,NA,16,1
Latin American and Caribbean Broadcasting Union,Culture; Communications,1985,"Professions; Radio; Television; Broadcasting; Audio, Visual; Culture",COS,americas,94,Costa Rica,SanFranciscodeGuadalupe,NA,H,yd,"Professional Bodies, International Federations",2004,7,7,0,NA,18,1
Commission for the Defense of Human Rights in Central America,Rights,1978,Rights,COS,americas,94,Costa Rica,SanJose,NA,H,x,Human Rights Organizations,2007,18,18,0,NA,10,2
Red Regional de Organizaciones Civiles para las Migraciones,Population; Migration,1996,Migrants; Civil,COS,americas,94,Costa Rica,SanJose,RROCM,F,y,International Federations,NA,NA,NA,NA,NA,11,1
Latin American Federation of Associations for Relatives of the Detained and Disappeared,Law; Rights,1981,Detention; Maltreatment ,COS,americas,94,Costa Rica,SanJose,NA,H,x,Human Rights Organizations,2007,3,3,0,NA,19,3
Earth Charter Initiative,Culture; Security; Rights; Law; Development; Environment,1994,NA,COS,americas,94,Costa Rica,SanJose,NA,F,NA,Human Rights Organizations,NA,7,7,0,NA,110,5
Network for Social Studies on Disaster Prevention in Latin America,Humanitarian; Science,1992,Prevention; Emergencies; Sociology,COS,americas,94,Costa Rica,Limon,NA,F,y,International Federations,NA,NA,NA,NA,NA,16,2
Central American Confederation of Workers,Employment,1963,Workers,COS,americas,94,Costa Rica,SanJose,NA,H,d,Trade and Labour Unions,2013,2,2,0,NA,7,1
Inter-American Association for Democracy and Freedom,Rights; Law,1950,Government; Judiciary; Democracy; Rights; Harmony; Freedom,CUB,americas,40,Cuba,Havana,IADF,H,d,Human Rights Organizations,2003,3,3,0,NA,9,1
Council of Caribbean Workers,Employment,1970,Workers,NA,americas,NA,Curacao,Willemstad,NA,H,x,Trade and Labour Unions,2006,NA,NA,NA,NA,14,1
"Trades Union International of Workers in the Building, Wood, Building Materials and Allied Industries",Employment; Settlements,1949,Material; Workers; Industry; Timber; Construction,CYP,europe,352,Cyprus,Nicosia,NA,B,y,"International Federations, Trade and Labour Unions",NA,1,1,0,"ILO, UNESCO",0,0
"Trade Unions International of Transport, Fisheries and Communication",Transportation; Maritime; Communications,1953,NA,CZR,europe,316,Czech Republic,Prague,TUI Transport,B,NA,Trade and Labour Unions,NA,1,1,0,ILO,36,5
Policy Association for an Open Society,Development; Rights; Law; Environment,2003,Society; Policy,CZR,europe,316,Czech Republic,Prague,PASOS,D,y,International Federations,NA,NA,NA,NA,NA,33,4
International Organization of Journalists,Employment; Communications,1946,"Employment Conditions; Workers; Professionals; Information; Communication; Media; Journalism; Censorship; Patents, Copyrights; Rights; Responsibility",CZR,europe,316,Czech Republic,Prague,IOJ,H,d,"Professional Bodies, Trade and Labour Unions, Human Rights Organizations",2000,NA,NA,NA,NA,110,8
AGRINATURA,Agriculture; Science; Development,2009,Research; Education; Agriculture; Development; Knowledge,CZR,europe,316,Czech Republic,Prague,NA,F,y,International Federations,NA,1,1,0,NA,33,2
Association Justice and Environment,Law; Environment; Rights,2003,Nature; Law; Environment; Justice,CZR,europe,316,Czech Republic,Brno,J and E,F,y,International Federations,NA,10,10,0,NA,12,1
World Association for Sexual Health,Health,1978,Sex-Related Questions; Health,CZR,europe,316,Czech Republic,Prague,WAS,B,y,"International Federations, Human Rights Organizations",NA,NA,NA,NA,NA,63,5
High Frequency Coordination Conference,Communications,1990,Radiation; Communications; Radio; Broadcasting,CZR,europe,316,Czech Republic,Prague,HFCC,F,y,International Federations,NA,2,2,0,NA,50,4
Trade Unions International of Workers in Commerce,Employment,1959,Workers; Commerce,CZR,europe,316,Czech Republic,Prague,NA,H,d,Trade and Labour Unions,1996,NA,NA,NA,"ILO, UNCTAD",59,4
"Leather, Shoe, Fur and Leather-Products Workers Trade Unions International",Employment,1949,"Workers; Footwear; Products; Leather, Hides, Fur",CZR,europe,316,Czech Republic,Gottwaldow Prague,NA,H,d,Trade and Labour Unions,1958,NA,NA,NA,NA,0,0
EURACHEM,Science,1989,Chemistry,CZR,europe,316,Czech Republic,Olomouc,NA,F,y,International Federations,NA,NA,NA,NA,NA,33,1
International Institute of Social and Economic Sciences,Science; Development; Education,2011,Sociology; Economics,CZR,europe,316,Czech Republic,Prague,IISES,D,j,Institutes,NA,8,8,0,NA,0,0
International Work Group for Indigenous Affairs,Rights,1968,NA,DEN,europe,390,Denmark,Copenhagen,IWGIA,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,0,0
Nordic Association for Rehabilitation,Health; Education; Humanitarian,1930,Medicine; Social; Professions; Rehabilitation; Handicapped; Education,DEN,europe,390,Denmark,Copenhagen,NA,H,d,Professional Bodies,2010,1,1,0,NA,5,1
Federation of International Youth Travel Organizations,Transportation,1951,Social; Youth; Travel; Education; Culture,DEN,europe,390,Denmark,Copenhagen,FIYTO,H,yd,International Federations,2006,9,9,0,UNESCO,69,5
Foundation for Environmental Education,Environment; Education; Development,1981,Education; Environment; Sustainable Development,DEN,europe,390,Denmark,Copenhagen,FEE,F,f,Foundations,NA,16,16,0,UNESCO,91,8
International Union for Circumpolar Health,Health,1981,Arctic Zones; Health,DEN,europe,390,Denmark,Copenhagen,IUCH,D,y,International Federations,NA,NA,NA,NA,WHO,10,4
International Sport and Culture Association,Culture,1995,Sport; Culture,DEN,europe,390,Denmark,Copenhagen,ISCA,C,y,International Federations,NA,4.5,4.5,0,NA,61,4
Nordic Copyright Bureau,Rights,1915,NA,DEN,europe,390,Denmark,Copenhagen,NA,D,NA,Human Rights Organizations,NA,20,20,0,NA,7,1
European Civil Society Platform for Multilingualism,Culture,2009,Society; Language Speaking,DEN,europe,390,Denmark,Copenhagen,ECSPM,F,y,International Federations,NA,NA,NA,NA,NA,4,1
Health Evidence Network,Health; Science,2003,Health; Legality,DEN,europe,390,Denmark,Copenhagen,HEN,F,y,International Federations,NA,1.5,1.5,0,NA,0,0
Nordic Union of Food and Allied Workers' Unions,Employment; Agriculture,1924,Workers; Food,DEN,europe,390,Denmark,Copenhagen,NA,H,x,Trade and Labour Unions,2006,1,1,0,NA,6,1
World Network of Users and Survivors of Psychiatry,Health; Rights,1991,NA,DEN,europe,390,Denmark,Odense,WNUSP,B,NA,"Human Rights Organizations, Alumni and Veterans",2013,NA,NA,NA,NA,0,0
Association of Human Rights Institutes,Rights,2000,NA,DEN,europe,390,Denmark,Copenhagen,AHRI,D,NA,Human Rights Organizations,NA,NA,NA,NA,NA,20,2
International Rehabilitation Council for Torture Victims,Health; Humanitarian,1985,Maltreatment; Victims; Rehabilitation,DEN,europe,390,Denmark,Copenhagen,IRCT,C,y,International Federations,NA,26,26,0,NA,74,5
International Association for the Economics of Participation,Development; Science; Competition,1978,NA,DEN,europe,390,Denmark,Frederiksberg,IAFEP,F,NA,Trade and Labour Unions,NA,1,1,0,NA,50,5
International Network for Sustainable Energy,Energy; Development; Environment,1992,Energy; Development; Sustainable Development,DEN,europe,390,Denmark,Aarhus,INFORSE,F,y,International Federations,NA,5,5,0,NA,69,4
European Privacy Institute,Law; Rights,2007,Living Conditions,DEN,europe,390,Denmark,Copenhagen,NA,H,jx,Institutes,2009,NA,NA,NA,NA,0,0
Nordic Engineer Officers' Federation,Science; Employment,1919,NA,DEN,europe,390,Denmark,Copenhagen,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,6,1
KR Foundation,Environment; Finance; Development,2014,Climate; Ecology ,DEN,europe,390,Denmark,Copenhagen,NA,F,f,Foundations,NA,5,5,0,NA,0,0
International Federation for Housing and Planning,Settlements,1913,"Housing, Tents; Planning",DEN,europe,390,Denmark,Copenhagen,IFHP,B,y,International Federations,NA,3,3,0,"UNESCO, UNEP, OECD",34,4
Euro-Mediterranean Foundation of Support to Human Rights Defenders,Rights,2003,Rights; Solidarity,DEN,europe,390,Denmark,Copenhagen,EMHRF,F,f,"Human Rights Organizations, Foundations",NA,7.5,7.5,0,NA,0,0
Euro-Med Rights,Rights,1997,Rights,DEN,europe,390,Denmark,Copenhagen,NA,F,y,"International Federations, Human Rights Organizations",NA,35,35,0,NA,40,6
International Association of Social Educators,Education,1951,Social; Educators; Psychology,DEN,europe,390,Denmark,Copenhagen,NA,C,y,"International Federations, Trade and Labour Unions",NA,19,19,0,UNICEF,25,4
Latin American Consortium on Emergency Contraception,Health; Humanitarian,2000,Emergencies; Birth Control,DOM,americas,42,Dominican Republic,SantoDomingo,LACEC,F,y,International Federations,NA,NA,NA,NA,NA,20,1
"Latin American Confederation of Retired Workers, Pensioners and Senior Citizens",Employment,1987,Elderly; Retirement; Workers,DOM,americas,42,Dominican Republic,SantoDomingo,NA,D,v,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
Latin American Federation of Agricultural and Food Workers,Agriculture; Employment,1988,"Class, Caste, Elites; Workers; Food; Agriculture; Cooperative; Freedom",DOM,americas,42,Dominican Republic,SantoDomingo,NA,H,d,Trade and Labour Unions,1999,1,1,0,"FAO, ILO",20,1
Latin American Federation for Education and Cultural Workers,Education; Culture; Employment,1979,Workers; Education; Culture,DOM,americas,42,Dominican Republic,SantoDomingo,NA,H,x,Trade and Labour Unions,2006,NA,NA,NA,"UNESCO, ILO",19,1
Pan American Weightlifting Confederation,Culture,1969,Athletics,DOM,americas,42,Dominican Republic,SantoDomingo,PAWC,D,y,International Federations,NA,NA,NA,NA,NA,0,0
Coordinating Body for the Indigenous Organizations of the Amazon Basin,Rights; Culture,1984,NA,ECU,americas,130,Ecuador,Quito,NA,F,NA,Human Rights Organizations,NA,NA,NA,NA,UNDP,9,1
Instituto Latinoamericano y del Caribe de Calidad en Educacion Superior a Distancia,Education; Technology,2005,NA,ECU,americas,130,Ecuador,Loja,CALED,D,NA,Institutes,NA,NA,NA,NA,NA,9,1
Fundacion Futuro Latinoamericano,Development; Environment,1993,Sustainable Development; Future,ECU,americas,130,Ecuador,Quito,FFLA,F,f,Foundations,NA,29,29,0,"UNCTAD, WB, UNDP, UNEP",0,0
Red de Bosques Andinos,Science; Environment,2011,Forestry,ECU,americas,130,Ecuador,Quito,NA,F,y,International Federations,NA,NA,NA,NA,NA,6,2
"Plataforma Interamericana de Derechos Humanos, Democracia y Desarrollo",Rights; Development,1992,NA,ECU,americas,130,Ecuador,Quito,PIDHDD,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,12,1
Global Alliance for the Rights of Nature,Rights; Environment,2010,Nature; Rights,ECU,americas,130,Ecuador,Papate,NA,C,y,International Federations,NA,NA,NA,NA,NA,9,5
Arab Lawyers' Union,Law,1958,NA,EGY,africa,651,Egypt,Cairo,ALU,D,NA,Human Rights Organizations,NA,NA,NA,NA,"UNESCO, ILO",15,2
"Federation of African Chambers of Commerce, Industry, Agriculture and Professions",Industry; Agriculture,2005,NA,EGY,africa,651,Egypt,Cairo,ACCIP,D,NA,Professional Bodies,NA,NA,NA,NA,NA,0,0
Arab Foundation for Marine Environment,Maritime; Environment,1995,Marine; Pollution; Environment,EGY,africa,651,Egypt,Alexandria,AFME,F,f,Foundations,2011,5,5,0,"FAO, UNESCO",0,0
Arab Organization for Human Rights,Rights,1983,NA,EGY,africa,651,Egypt,Cairo,AOHR,D,NA,Human Rights Organizations,NA,27,27,0,"UNESCO, OHCHR, UNDP",18,3
Arab Distributors' Union,Communications,1974,"Professions; Publications; Forwarders, Distributors; Newspapers, Newsreels; Publishing",EGY,africa,651,Egypt,Cairo,NA,H,d,Professional Bodies,1995,14,14,0,UNESCO,17,6
Arab Federation of Transport Workers,Transportation; Employment,1966,Work; Workers; Professions; Communications,EGY,africa,651,Egypt,Cairo,AFTW,H,x,"Professional Bodies, Trade and Labour Unions",1998,NA,NA,NA,NA,0,0
Arab Federation for the Protection of Intellectual Property Rights,Rights; Law,2005,NA,EGY,africa,651,Egypt,Cairo,AFPIPR,D,NA,Human Rights Organizations,NA,NA,NA,NA,UNCTAD,0,0
Arab Coalition for the International Criminal Court,Law,1999,"Crime; Tribunals, Courts",EGY,africa,651,Egypt,Cairo,ACICC,F,y,International Federations,NA,NA,NA,NA,NA,15,2
Habitat International Coalition,Settlements,1976,Settlements,EGY,africa,651,Egypt,Giza,HIC,F,y,International Federations,NA,NA,NA,NA,NA,84,5
Arab Council for Childhood and Development,Development; Rights; Culture,1987,Infants; Development,EGY,africa,651,Egypt,Cairo,ACCD,D,y,International Federations,NA,30,30,0,"UNESCO, ILO, UNDP, UNHCR, UNICEF, UNFPA, WHO",19,2
Sanabel,Development; Finance,2002,Finance,EGY,africa,651,Egypt,Cairo,NA,F,y,International Federations,NA,NA,NA,NA,NA,17,3
Arabic Network for Human Rights Information,Rights,2003,NA,EGY,africa,651,Egypt,Cairo,ANHRI,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,0,0
Asociacion de Universidades Privadas de Centroamerica y Panama,Education,1990,Education; Universities; Private,SAL,americas,92,El Salvador,SanMiguel,AUPRICA,D,y,International Federations,NA,NA,NA,NA,NA,6,1
Nordic Alcohol and Drug Policy Network,Health,2000,"Beverages; Addiction, Drug Abuse; Pharmacy; Policy",EST,europe,366,Estonia,Turi,NA,F,y,International Federations,NA,NA,NA,NA,NA,10,1
Federation of African Societies of Chemistry,Science,2006,Chemistry,ETH,africa,530,Ethiopia,AddisAbaba,FASC,D,y,International Federations,NA,NA,NA,NA,NA,6,1
